Título,URL_Foto,Precio_de_Venta,Área_construida,Habitaciones,Baños
"Apartamento en Venta, SAN VICENTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-1-habitaciones-1-banos-1-garajes/11325-2841844,$210.000.000,40 m²,1,1
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-1-garajes/411-51021,$330.000.000,96 m²,3,2
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-4-habitaciones-3-banos-2-garajes/2230-6821,$350.000.000,144 m²,4,3
"Apartamento en Venta, Los Andes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-santo-domingo-3-habitaciones-2-banos/411-56647,$230.000.000,120 m²,3,2
"Casa en Venta, Los Andes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-andes-3-habitaciones-2-banos/411-33284,$260.000.000,67 m²,3,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-2-habitaciones-2-banos-1-garajes/2969-3728,$310.000.000,99 m²,2,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/2969-3726,$620.000.000,233 m²,3,3
"Apartamento en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-batallon-infanteria-2-habitaciones-2-banos-1-garajes/671-79772,$235.000.000,58 m²,2,2
"Apartamento en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-batallon-infanteria-2-habitaciones-2-banos-1-garajes/671-79771,$235.000.000,58 m²,2,2
"Apartamento en Venta, Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/671-82668,$880.000.000,200 m²,3,4
"Apartamento en Venta, PORTAL DE GENOVÉS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/9851-12784,$460.000.000,100 m²,3,3
"Apartamento en Venta, ABAJO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-abajo-3-habitaciones-2-banos-1-garajes/11325-2671178,$180.000.000,116 m²,3,2
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-3-banos-2-garajes/11325-1372178,$435.000.000,115 m²,3,3
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-2-habitaciones-2-banos-1-garajes/11832-M2768492,$247.000.000,69 m²,2,2
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-1-garajes/11069-M2768458,$420.000.000,116 m²,3,3
"Apartamento en Venta, ALTOS DEL LIMON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-2-banos-1-garajes/11069-M2768444,$450.000.000,114 m²,3,2
"Apartamento en Venta, EL RECREO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-recreo-3-habitaciones-2-banos-1-garajes/11069-M2768480,$360.000.000,130 m²,3,2
"Casa en Venta, BOSTON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-boston-5-habitaciones-5-banos-4-garajes/11832-M2748540,$800.000.000,601 m²,5,5
"Apartamento en Venta y Arriendo, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-granadillo-3-habitaciones-2-banos-2-garajes/2398-21058,$235.000.000,105 m²,3,2
"Casa en Venta, Los Jobos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-jobos-3-habitaciones-1-banos-1-garajes/9851-13195,$420.000.000,149 m²,3,1
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/10959-348,$620.000.000,147 m²,3,4
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-3-habitaciones-2-banos-1-garajes/10959-408,$304.939.000,99.8 m²,3,2
"Apartamento en Venta, Betania, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-3-habitaciones-3-banos-1-garajes/1265-3478713,$300.000.000,92 m²,3,3
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/9851-13202,$915.000.000,231 m²,3,4
"Casa en Venta, LA CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-castellana-4-habitaciones-5-banos-4-garajes/597-M2684466,$945.000.000,250 m²,4,5
"Casa en Venta, VILLA CAMPESTRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-villa-campestre-4-habitaciones-4-banos-2-garajes/9851-100584,$1.250.000.000,380 m²,4,4
"Apartamento en Venta y Arriendo, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-2-habitaciones-2-banos-1-garajes/10881-3041918,$320.000.000,90 m²,2,2
"Casa en Venta, CONDOMINO ARRECIFES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-condomino-arrecifes-3-habitaciones-3-banos-4-garajes/7515-945191,$2.400.000.000,7000 m²,3,3
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/130-2401,$309.000.000,86 m²,2,2
"Apartamento en Venta, Villa Carolina, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/9851-100766,$285.000.000,80 m²,3,2
"Apartamento en Venta, Boston, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-2-habitaciones-1-banos-1-garajes/9851-12767,$260.000.000,97 m²,2,1
"Apartamento en Venta, Los Andes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-andes-3-habitaciones-2-banos/411-36050V,$155.000.000,80 m²,3,2
"Apartamento en Venta, Villa Carolina, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/11325-2838240,$320.000.000,121 m²,3,2
"Apartamento en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-2-habitaciones-2-banos-1-garajes/11325-3058377,$153.000.000,55 m²,2,2
"Casa en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-alpes-3-habitaciones-3-banos-1-garajes/2398-19217,$410.000.000,124 m²,3,3
"Apartamento en Venta, Betania, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-2-banos-1-garajes/2398-18461,$285.000.000,65 m²,2,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/2398-19370,$400.000.000,160 m²,3,3
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-3-banos-1-garajes/2398-18558,$545.000.000,210 m²,3,3
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/2398-20420,$165.000.000,51 m²,2,1
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/2398-19674,$750.000.000,200 m²,3,3
"Apartamento en Venta, El Recreo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-recreo-3-habitaciones-3-banos-1-garajes/2398-18766,$435.000.000,157 m²,3,3
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-1-garajes/2398-20164,$285.000.000,116 m²,3,2
"Apartamento en Venta, El Poblado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altamira-3-habitaciones-4-banos-2-garajes/2398-19690,$780.000.000,243 m²,3,4
"Apartamento en Venta, Altos del Prado (Norte), Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos-3-garajes/2398-19542,$380.000.000,98 m²,3,2
"Apartamento en Venta, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-2-garajes/671-67645,$400.000.000,180 m²,3,2
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-4-banos-2-garajes/671-65159,$750.000.000,256 m²,3,4
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/671-78214,$180.000.000,56 m²,2,1
"Casa en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-3-habitaciones-2-banos-2-garajes/671-67602,$600.000.000,320 m²,3,2
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/671-67052,$569.736.000,138 m²,3,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/130-492,$708.600.000,152 m²,3,3
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-370,$409.500.000,130 m²,3,2
"Casa en Venta y Arriendo, La Cumbre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-cumbre-5-habitaciones-5-banos-4-garajes/671-71678,$1.300.000.000,490 m²,5,5
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-1-garajes/671-64935,$265.000.000,86 m²,2,2
"Apartamento en Venta, CIUDAD JARDIN, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-3-habitaciones-2-banos-1-garajes/671-66334,$440.000.000,145 m²,3,2
"Apartamento en Venta, LA CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-4-banos-2-garajes/671-78691,$850.000.000,185 m²,3,4
"Apartamento en Venta, SAN VICENTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos/671-76676,$280.000.000,114 m²,3,2
"Apartamento en Venta, Buenavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-4-habitaciones-5-banos-3-garajes/130-571,$1.500.000.000,428 m²,4,5
"Apartamento en Venta, La Castellana, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-2-garajes/130-506,$690.000.000,167 m²,3,2
"Apartamento en Venta, Boston, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-2-habitaciones-2-banos-1-garajes/130-1174,$150.000.000,60 m²,2,2
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-367,$308.700.000,98 m²,3,2
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/130-487,$350.000.000,92 m²,3,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/130-490,$658.600.000,152 m²,3,3
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/130-493,$738.600.000,152 m²,3,3
"Apartamento en Venta, Boston, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-2-habitaciones-1-banos/130-569,$200.000.000,80 m²,2,1
"Apartamento en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-1054,$280.069.650,89 m²,3,2
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-3-banos-2-garajes/130-647,$550.000.000,187 m²,3,3
"Apartamento en Venta, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/2748-M2053873,$1.954.000.000,231 m²,3,4
"Apartamento en Venta y Arriendo, Altoprado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-1-garajes/671-68286,$300.000.000,90 m²,2,2
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-2-garajes/671-75138,$290.000.000,85 m²,2,2
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-2-banos-1-garajes/2969-1519,$310.000.000,142 m²,3,2
"Apartamento en Venta y Arriendo, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/2969-3281,$430.000.000,140 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/2969-2104,$1.950.000.000,370 m²,3,4
"Apartamento en Venta, El Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-4-habitaciones-5-banos-3-garajes/2969-2361,$1.100.000.000,320 m²,4,5
"Apartamento en Venta y Arriendo, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-2-garajes/2969-2055,$680.000.000,169 m²,3,2
"Casa en Venta y Arriendo, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-villa-campestre-4-habitaciones-4-banos-2-garajes/2230-6799,$1.806.030.000,401 m²,4,4
"Apartamento en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-2-habitaciones-2-banos-1-garajes/2230-6772,$275.000.000,88 m²,2,2
"Lote o Casalote en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-riomar/2969-4212,$3.483.292.130,921 m²,,
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-4-banos-2-garajes/2969-4430,$480.000.000,165 m²,3,4
"Casa en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-4-banos-3-garajes/10365-M2768227,$720.000.000,230 m²,3,4
"Casa en Venta, San Francisco, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-san-francisco-4-habitaciones-2-banos/130-2398,$700.000.000,330 m²,4,2
"Apartamento en Venta, EL GOLF, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-paraiso-2-habitaciones-3-banos-1-garajes/9877-M2684326,$430.000.000,110 m²,2,3
"Apartamento en Venta y Arriendo, VILLA CAROLINA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/671-82532,$180.000.000,63 m²,3,2
"Casa en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-4-habitaciones-4-banos/671-70249,$2.400.000.000,700 m²,4,4
"Apartamento en Venta, VILLA CAMPESTRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-campestre-2-habitaciones-2-banos-1-garajes/671-82346,$240.000.000,66 m²,2,2
"Casa en Venta, CIUDADELA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-tcherassi-3-habitaciones-1-banos/671-83186,$140.000.000,78 m²,3,1
"Casa en Venta, EL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-4-habitaciones-3-banos-3-garajes/671-82666,$900.000.000,300 m²,4,3
"Apartamento en Venta, Miramar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/671-82650,$220.000.000,90 m²,3,2
"Casa en Venta, Bellavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-bellavista-4-habitaciones-2-banos-4-garajes/671-70998,$600.000.000,480 m²,4,2
"Casa en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-solaire-3-habitaciones-3-banos-1-garajes/671-81481,$500.000.000,164 m²,3,3
"Apartamento en Venta y Arriendo, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/671-82555,$227.000.000,57 m²,2,2
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/10959-504,$340.000.000,81 m²,2,2
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-3-garajes/10338-1417684,$860.000.000,211 m²,3,3
"Apartamento en Venta y Arriendo, UB. ALTOS DE PARQUE, Barra…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-1-habitaciones-1-banos/10338-1630908,$375.000.000,65 m²,1,1
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/9851-12091,$395.000.000,135 m²,3,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-4-banos-2-garajes/671-67590,$710.000.000,177 m²,3,4
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-3-banos-1-garajes/2171-12917M1,$315.000.000,117 m²,3,3
